Acer Bluetooth,Acer CDMA,Acer Docking Station,Acer External Battery,Acer Fingerprint,Acer Infrared,Acer Port Replicator,Acer Subwoofer,Apple Bluetooth,Apple CDMA,Apple Docking Station,Apple External Battery,Apple Fingerprint,Apple Infrared,Apple Port Replicator,Apple Subwoofer,Asus Bluetooth,Asus CDMA,Asus Docking Station,Asus External Battery,Asus Fingerprint,Asus Infrared,Asus Port Replicator,Asus Subwoofer,Averatec Bluetooth,Averatec CDMA,Averatec Docking Station,Averatec External Battery,Averatec Fingerprint,Averatec Infrared,Averatec Port Replicator,Averatec Subwoofer,Dell Bluetooth,Dell CDMA,Dell Docking Station,Dell External Battery,Dell Fingerprint,Dell Infrared,Dell Port Replicator,Dell Subwoofer,Fujitsu Bluetooth,Fujitsu CDMA,Fujitsu Docking Station,Fujitsu External Battery,Fujitsu Fingerprint,Fujitsu Infrared,Fujitsu Port Replicator,Fujitsu Subwoofer,Gateway Bluetooth,Gateway CDMA,Gateway Docking Station,Gateway External Battery,Gateway Fingerprint,Gateway Infrared,Gateway Port Replicator,Gateway Subwoofer,HP Bluetooth,HP CDMA,HP Docking Station,HP External Battery,HP Fingerprint,HP Infrared,HP Port Replicator,HP Subwoofer,Lenovo Bluetooth,Lenovo CDMA,Lenovo Docking Station,Lenovo External Battery,Lenovo Fingerprint,Lenovo Infrared,Lenovo Port Replicator,Lenovo Subwoofer,Panasonic Bluetooth,Panasonic CDMA,Panasonic Docking Station,Panasonic External Battery,Panasonic Fingerprint,Panasonic Infrared,Panasonic Port Replicator,Panasonic Subwoofer,Sony Bluetooth,Sony CDMA,Sony Docking Station,Sony External Battery,Sony Fingerprint,Sony Infrared,Sony Port Replicator,Sony Subwoofer,Toshiba Bluetooth,Toshiba CDMA,Toshiba Docking Station,Toshiba External Battery,Toshiba Fingerprint,Toshiba Infrared,Toshiba Port Replicator,Toshiba Subwoofer
20.45538746526706,0.0,16.990853658536587,0.32695121951219513,15.86890243902439,0.0,0.10134146341463415,18.170731707317074,13.459405278984297,7.682926829268293,4.578658536585365,9.160412757973733,2.8249798981506298,9.842276422764227,0.0,2.65390243902439,26.250283607487237,0.28432926829268296,0.0,0.0,6.383468834688347,0.13652439024390245,0.0,40.59756097560975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.457637997432602,0.25859756097560976,13.81760339342524,0.3279878048780488,36.70532603285216,0.17048780487804877,4.215447154471545,0.240609756097561,12.234576757532281,0.0,0.0,0.0,0.298109756097561,0.0,0.19341463414634144,0.0,28.012195121951223,0.0,0.22908536585365855,0.0,15.908536585365853,0.0,0.0,0.0,38.720782520325194,3.960365853658537,0.0,11.928861788617889,8.41891891891892,9.419512195121952,7.117378048780488,0.0,18.449747687132042,0.1578658536585366,7.905923344947737,41.23780487804878,15.101753048780488,0.2553658536585366,48.78048780487805,0.0,8.54897718332022,0.20475609756097563,22.278048780487808,0.09823170731707316,0.1951219512195122,6.170731707317073,0.0,13.225140712945592,20.701562071800495,0.0,13.53048780487805,21.279810298102976,24.95121951219512,2.1187419768934532,0.14158536585365852,39.90465631929047,16.70609756097561,0.0,0.0,0.0,0.36865853658536585,0.13585365853658538,0.196890243902439,0.23079268292682925
